id,title,score,comments,sentiment,sentiment_label,timestamp
48785822,Towards a formal theory of computer insecurity: a language-theoretic approach [video],1,0,-0.4215,negative,2026-07-04T20:44:06.714742
48785820,Why AI Gurus Are Building Toys While the World Needs Architects,1,1,0.0,neutral,2026-07-04T20:44:06.714742
48785819,1666 Great Fire of London,1,0,0.4019,positive,2026-07-04T20:44:06.714742
48785809,"Introduction to Conditional Flow Matching – Part I, Normalizing Flows",1,1,0.0,neutral,2026-07-04T20:44:06.714742
48785796,"Tell HN: Check your subscription renewals (VPNs, etc.). They cost too much",2,1,0.0,neutral,2026-07-04T20:44:06.714742
48785782,China's electromagnetic rocket launch technology,3,0,0.0,neutral,2026-07-04T20:44:06.714742
48785773,How little exercise can you get away with?,3,2,0.0,neutral,2026-07-04T20:44:06.714742
48785771,I found a malware hiding in my TailwindCSS config file,3,0,-0.296,negative,2026-07-04T20:44:06.714742
48785764,The Android's Dream; a Love Letter to the Bomb,1,0,0.8807,positive,2026-07-04T20:44:06.714742
48785752,The Secret History of Polymarket,1,0,0.0,neutral,2026-07-04T20:44:06.714742
48785740,Trace Institute,1,0,0.0,neutral,2026-07-04T20:44:06.714742
48785732,Open source HW equivalence checking tool at both RTL and gate level,1,1,0.0,neutral,2026-07-04T20:44:06.714742
48785720,"California Bans 'Sell by' Labels, Hoping to Cut Food Waste",2,0,-0.2732,negative,2026-07-04T20:44:06.714742
48785719,Spherical Gear [video],1,0,0.0,neutral,2026-07-04T20:44:06.715741
48785987,It's time to go back to the founding text,1,0,0.0,neutral,2026-07-04T20:45:06.891454
48785997,Do Wavy Walls Use Fewer Bricks? I Tested It in Blender,1,0,0.0,neutral,2026-07-04T20:46:06.884806
48786020,Positioning Without Satellites or Base Stations,1,0,0.0,neutral,2026-07-04T20:49:06.466279
48786025,Static Types Come to the Beam – Annette Bieniusa and Guillaume Duboc [video],1,0,0.0,neutral,2026-07-04T20:50:05.558469
48791269,Oxc (popular front-end tooling) forked my parser but removed my copyright notice,1,0,0.2263,positive,2026-07-05T10:07:19.594409
48791266,Moby Dick Workout,2,1,-0.5106,negative,2026-07-05T10:07:19.608102
48791256,My ASN Journey series (2024),1,1,0.0,neutral,2026-07-05T10:07:19.608102
48791241,The Electricity: Why Google may be trying to make intelligence disappear,1,0,0.296,positive,2026-07-05T10:07:19.608102
48791224,Reading Minds with Ultrasound: Less-Invasive Technique for Brain's Intentions (2021),1,0,0.0,neutral,2026-07-05T10:07:19.609104
48791212,HarnessMonkey – claude mods to show hidden tokens & improve vibes!,1,1,0.4926,positive,2026-07-05T10:07:19.609104
48791195,RTS a TypeScript-to-Native Compiler/Runtime in Rust (Cranelift JIT and AOT),1,0,0.0,neutral,2026-07-05T10:07:19.610100
48791188,Show your hands honor for the power they bring you,1,0,0.4939,positive,2026-07-05T10:07:19.610100
48791160,Show HN: Inches to CM converter with charts and screen size references,1,2,0.0,neutral,2026-07-05T10:07:19.611101
48791151,Perchlorate,1,0,0.0,neutral,2026-07-05T10:07:19.612100
48791108,Show HN: How do you guys keep your journey diaries?,1,1,0.0,neutral,2026-07-05T10:07:19.612100
48791105,Drawbridge – Design Editor for Claude Code and Cursor,1,0,0.0,neutral,2026-07-05T10:07:19.612100
48791101,Spotify deletes 500K Malcolm Todd streams for suspected prediction manipulation,1,0,-0.4767,negative,2026-07-05T10:07:19.614103
48791091,President pardons 9 for Clean Air violations for 'fixing their car',9,0,0.128,positive,2026-07-05T10:07:19.615104
48791081,Writing Blogs or News Articles? Free and Fast Word Counter -Accurate and Private,1,0,0.5106,positive,2026-07-05T10:07:19.615104
48791048,I Accidentally Started a Small Business Three Weeks Ago,2,1,-0.34,negative,2026-07-05T10:07:19.616104
48791040,"Sea Surface Temperature, Live",1,0,0.0,neutral,2026-07-05T10:07:19.616104
48791013,Global earthquake detection and warning using Android phones (2025),1,0,-0.34,negative,2026-07-05T10:07:19.619105
48790999,America Is More,1,0,0.0,neutral,2026-07-05T10:07:19.620103
48790998,Android phones knew Venezuela earthquake was coming,1,1,0.0,neutral,2026-07-05T10:07:19.620103
48790990,The Preemptive Draw and Preemptive Grip in the Cash-in-Transit Sector,2,0,0.0,neutral,2026-07-05T10:07:19.621103
48790966,"In AI-exposed jobs, the youngest workers are losing ground",1,1,-0.3818,negative,2026-07-05T10:07:19.621103
48790934,The tool layer for developers and AI agents,1,1,0.0,neutral,2026-07-05T10:07:19.622115
48790915,Homelab Chronicles: A Dusty Gaming PC and a 2AM Basement Spiral,1,0,0.0,neutral,2026-07-05T10:07:19.622115
48790913,University of Oxford Is Older Than the Aztec Empire and Other Facts of History (2013),35,7,0.0,neutral,2026-07-05T10:07:19.622115
48791308,Binary Coverage the Wrong Way,1,0,-0.4767,negative,2026-07-05T10:12:03.524280
48791328,Shadcn/UI now defaults to Base UI instead of Radix,2,0,0.0,neutral,2026-07-05T10:18:25.896814
48791366,Meituan Trained a 1.6T-Parameter AI Model Without Nvidia GPUs,1,0,0.0,neutral,2026-07-05T10:30:21.957812
48791362,China's LongCat-2.0 Becomes the Biggest AI Model Without Nvidia Chips,1,0,0.0,neutral,2026-07-05T10:30:21.957812
48791380,Mouse: Precision Editing Tools for AI Coding Agents,1,0,0.0,neutral,2026-07-05T10:32:50.524089
48791385,US and Chinese companies train almost all of the most-used AI models,1,0,0.0,neutral,2026-07-05T10:35:17.285461
48794446,Organic Maps,1,0,0.0,neutral,2026-07-05T19:46:43.714315
48794426,GitButler in the Terminal,1,0,0.0,neutral,2026-07-05T19:46:43.723419
48794410,Free M&A Encyclopedia,1,0,0.5106,positive,2026-07-05T19:46:43.723419
48794406,HNP-Sum: Hidden Number Problem with Small Unknown Multipliers in Python,1,0,-0.34,negative,2026-07-05T19:46:43.723419
48794403,The Erasure of Interaction,1,0,0.0,neutral,2026-07-05T19:46:43.724423
48794377,Over 140k maps of all kinds,1,0,0.0,neutral,2026-07-05T19:46:43.724423
48794373,Show HN: A pipeline that writes courses and adversarially reviews them,2,0,0.0,neutral,2026-07-05T19:46:43.724423
48794325,PEP 836: JIT Go Brrr: The Path to a Supported JIT Compiler for CPython,3,0,0.3182,positive,2026-07-05T19:46:43.724423
48794302,Run Windows 2000 on a DEC Alpha with a new es40 fork,2,0,0.0,neutral,2026-07-05T19:46:43.724423
48794281,"Hi, I am a 10 years old kid and made a Cool app",1,3,0.3182,positive,2026-07-05T19:46:43.724423
48794264,The missing 500 million: Cosmic bombardment melted Earth's first crust,1,0,-0.296,negative,2026-07-05T19:46:43.724423
48794259,Terence Tao: What's Next for SAIR Competitions [video],1,0,0.0,neutral,2026-07-05T19:46:43.724423
48794234,Show HN: Calm Engineering Dashboard,1,0,0.3182,positive,2026-07-05T19:46:43.724423
48794227,Catastrophe theory; geniuses and maniacs (2011),1,0,-0.765,negative,2026-07-05T19:46:43.724423
48794219,Researchers find ways to keep homes cooler in summer,1,0,0.0,neutral,2026-07-05T19:46:43.724423
48794199,Tensorless – An exact thermodynamic execution sandbox in C++20,1,0,0.0,neutral,2026-07-05T19:46:43.725420
48794193,Open-source prompt infrastructure toolkit,1,0,0.0,neutral,2026-07-05T19:46:43.725420
48794184,A Story of Screwdriver Drivers,7,1,0.0772,positive,2026-07-05T19:46:43.725420
48794179,Phosh 0.56.0,49,6,0.0,neutral,2026-07-05T19:46:43.725420
48794176,Show HN: Hacker-News Jobs,1,0,0.0,neutral,2026-07-05T19:46:43.725420
48794162,Graphify: Turn any codebase into a queryable knowledge graph,1,0,0.0,neutral,2026-07-05T19:46:43.725420
48794160,I spent 100 hours building a website you will use for 20 minutes a week,2,3,0.0,neutral,2026-07-05T19:46:43.725420
48794152,Show HN: UATC-Closed-loop VRAM control and dynamic data pruning for LLM training,1,0,0.3818,positive,2026-07-05T19:46:43.725420
48794135,"The Lion, The Witch, and the audacity of recruiters",5,0,-0.3612,negative,2026-07-05T19:46:43.725420
48794112,Matrix Multiplication on Blackwell,1,0,0.0,neutral,2026-07-05T19:46:43.725420
48794460,HTML as a native data format for LLMs,1,0,0.0,neutral,2026-07-05T19:47:43.093341
48794458,Avoiding SQLite Database Locks in Production,1,0,-0.34,negative,2026-07-05T19:47:43.093341
48794465,Tech firms are blaming AI for device and console price rises,1,0,-0.4939,negative,2026-07-05T19:48:41.977807
48794469,How railway timetables became Unix time,1,0,0.0,neutral,2026-07-05T19:49:39.602171
48794482,"AI models should reason, tools should execute (Utilix)",1,0,0.0,neutral,2026-07-05T19:51:37.685499
48794511,Why do u check my website but dont register,1,0,0.0,neutral,2026-07-05T19:54:35.466195
48794521,Solving Santa Claus Puzzle with a Model Checker,1,0,0.34,positive,2026-07-05T19:56:32.176476
48794520,What's YOUT Famuly's Story?,1,0,0.0,neutral,2026-07-05T19:56:32.176476
48794538,Deterministic Simulation Testing in Go with Synctest,1,0,0.0,neutral,2026-07-05T19:57:31.687195
48794546,Need feedback to a simple game I build for my startup regarding PMF,1,1,0.0,neutral,2026-07-05T19:58:30.277024
48794551,Solving Sudoku in Pure SQL,1,0,0.34,positive,2026-07-05T19:59:28.415588
48794553,I built an AI that diagnoses PagerDuty incidents and posts fixes to Slack,1,0,0.0,neutral,2026-07-05T20:00:27.213774
